Will you give me a light ?	借 個 火 好 嗎 ?
I want this camera .	我 要 這 台 相機 .
Are you still at home ?	你 還 在家 裡 嗎 ？
My car burns a lot of gas .	我 的 車子 很 耗油 .
It is my brother is .	它 是 我 兄弟 的 .
You do not need to call me .	你 不必 打电话 给 我 .
The men is room is on the second floor .	男厕所 在 二楼 .
I am not inflexible .	我 不是 死板 的 .
It is going to get cold tonight .	今晚 天气 会 变冷 .
What is she doing ?	她 在 做 什麼 ？
Do not go above the speed limit .	不要 超速 .
You can watch TV after supper .	晚餐 之 後 你 才 可以 看電視 .
She fell down the ladder .	她 从 梯子 上 摔 了 下来 .
War does not make anybody happy .	战争 不会 使 任何人 幸福 .
I had a good time this evening .	今天 晚上 我 玩 得 很 開心 .
In case of an emergency , get in touch with my agent .	万一 有 紧急情况 ,   联系 我 的 代理人 .
Tom has lived in Boston for over a year .	汤姆 住 在 波士顿 已经 一年 多 了 .
I found you , did not I ?	我 找到 你 了 ,   没有 么 ？
Would you pass the salt , please ?	請 你 把 鹽 遞 過 來 好 嗎 ？
Do you have a car ?	你 有 车 吗 ？
Who are you ?	你 是 誰 ？
He explained the literal meaning of the sentence .	他 解释 了 句子 的 字面 意思 .
You should begin with easier questions .	你 應 該 先 從 最 簡單 的 問題 開始 .
She is drunk with happiness .	她 陶醉 在 幸福 裡 .
That is perfect .	那 是 完美 的 .
I am sure Tom wanted to come along .	我 确定 汤姆 想来 .
To my astonishment , my money was gone .	令 我 惊讶 的 是 ,   我 的 钱 没 了 .
The losses are incalculable .	損失 是 無法 估計 的 .
She was more beautiful than all the others .	她 比 其他人 都 漂亮 .
Do this work by tomorrow if possible .	如果 可能 的话 ,   在 明天 前 做好 这个 工作 .
Come if you can .	你 能 来 就 来 !
He asked me a question .	他 問 了 我 一個 問題 .
It is a risk that Tom and I are not willing to take .	我 和 汤姆 都 不 愿意 冒 这个 险
As far as I am concerned , this coffee is too strong .	这 咖啡 对 我 来说 太 浓 了 .
China is about twenty @-@ five times as large as Japan .	中国 的 版图 大概 是 日本 的 二十五倍 .
This word comes from Greek .	這個 詞 來 源于 希臘語 .
Tom kept talking all night .	湯姆 整夜 一直 在 說 話 .
Tom is now studying in his room .	湯姆 現在 在 他 的 房間 裡 學習 .
People who will lie for you , will lie to you .	会 为 你 说谎 的 人 ,   就 会 对 你 说谎 .
Tom nodded approval .	汤姆 点头 同意 .
Please help yourself to some fruit .	請 你 隨便 吃 點 水果 .
What are you doing tonight ?	你 今晚 在 做 什麼 ？
They say that Venice is a beautiful city .	他們 說 威尼斯 是 個 漂亮 的 城市 .
The soup is thick .	汤 很 稠 .
Tom does not know if Mary is happy or not .	汤姆 不 知道 玛丽 是 高兴 呢 ,   还是 不 高兴 .
The old man lived there by himself .	這個 老人 獨自 住 在 那裡 .
No one was killed in the fire .	沒人死 在 火 裡 .
Tom probably would not do something that stupid .	湯姆 可能 不 會 做 蠢事 .
Where are your things ?	你 的 東西 在 哪裡 ？
I should have declined .	我 本 应 婉拒 .
I came here to thank you .	我 來 感謝 你 .
I am fond of cars .	我 喜歡 車 .
Tom plays the violin well .	汤姆 拉 小提琴 拉 得 很 好 .
My camera was stolen on the train .	我 的 照相机 在 火车 上 被 偷 了 .
I usually walk to school .	一般 我 步行 去 学校 .
Help yourself to whatever you like .	隨 你 喜歡 隨便 吃 .
It is pretty simple .	它 真 簡单 .
The air felt a little cold .	空气 有点 冷 .
Tom could not go to college because his family did not have enough money .	因为 家里 钱 不够 所以 汤姆 没能 念 大学 .
We all chipped in to buy our teacher a birthday present .	我们 所有人 凑份子 给 老师 买 生日礼物 .
It is me that is wrong .	是 我 错 了 .
I have never stopped loving Tom .	我 從 沒 停止 過 愛 湯姆 .
I thought Tom would sleep until noon .	我 认为 汤姆 会 睡到 中午 .
Do you really want me to go there right now ?	你 真 想 让 我 马上 到 那里 去 吗 ？
Let me tell you the reasons that I do not agree with you .	让 我 来 告诉 你 我 不 赞成 你 的 理由 .
I bought a red sports car .	我 買 了 一輛 紅色 的 跑車 .
You should have worked harder .	你 應 該 要 更 努力 的 .
I have not had much sleep lately .	我 最近 没 怎么 睡觉 .
I have just started playing tennis .	我 剛 開始 打 網球 .
My brother is holding a camera in his hand .	我 弟弟 手里 拿 着 一个 摄像机 .
Thank you for inviting me to dinner .	谢谢 你 邀请 我 吃饭 .
All you can do is to wait .	所有 你 能 做 的 就是 等待 .
We must obey the rules .	我们 必须 遵守规则 .
This little girl let the birds escape .	這個 小女孩 讓 小 鳥 脫逃 了 .
Are not you happy about this ?	你 對 此 不 高興 嗎 ？
They will let us know what happens .	他们 会 让 我们 知道 发生 了 什么 .
Tom is quite fussy .	汤姆 相当 挑剔 .
Tom is house has a nice garden .	湯姆 的 住宅 有 一個 不錯 的 花園 .
Industry was growing quickly .	工業 發展 迅速 .
I got it for next to nothing .	我 簡直 不用 花錢 就 買到 了 .
School finishes before noon on Saturdays .	學校 在 星期六 中午 之前 放學 .
Do you have this in a bigger size ?	你 有 比 這個 再 大 一點 的 尺寸 嗎 ?
Can I speak to the head nurse ?	我 能 跟護 士長 說 話 嗎 ?
We used to play in the park .	我们 过去 常 在 公园 玩 .
She stayed there for a moment .	她 在 那裡 留 了 一會 .
&quot; Trust me , &quot; he said .	“ 相信 我 .   ” 他 说 .
Tom told Mary something she did not want to hear .	湯姆 告訴 了 瑪麗 她 不想 知道 的 事 .
Who is your favorite TV star ?	谁 是 你 最 喜爱 的 电视 明星 ？
Is it tasty ?	好吃 嗎 ？
She warned him not to go alone .	她 警告 了 他 不要 一個 人 去 .
I will not eat ice cream .	我 不 會 吃 冰淇淋 .
I am going to go tell Tom .	我 要 告诉 汤姆 .
I like to play basketball .	我 喜歡 打 籃球 .
What time is it in Boston ?	波士顿 现在 几点 ？
What have you come here for ?	您 来 这儿 干嘛 ？
We will have learned English for five years next year .	到 明年 我们 学 英语 就 有 5 年 了 .
The lecture lasted for two hours .	這場 演講 持續 了 兩個 小 時 .
I heard the door close .	我 听到 门 关了 .
Has anybody here been to Hawaii ?	这儿 有人 去过 夏威夷 吗 ？
You are not coming , are you ?	你 不 會 來 ,   是 嗎 ？
I like to watch baseball games .	我 喜歡 看 棒球 比賽 .
Do you know whether or not she can speak English ?	你 知道 她 是否 會 講 英語 嗎 ？
She is going to France next week .	她 下週 要 去 法國 .
I do not like novels without heroes .	我 不 喜欢 没有 英雄 的 小说 .
I am grateful for what Tom did .	我 很 感激 汤姆 所 做 的 .
Be quiet , all of you .	你們 所有 的 人 都 安靜 .
Could you tell me where I can get a bus ?	你 能 告诉 我 能 在 哪里 上 公交车 吗 ？
Where does she want to go ?	她 想 去 哪裡 ?
Lend me your dictionary , please .	请 把 你 的 字典 借给 我 .
Tom put the large picnic basket on the passenger seat next to him .	汤姆 把 那个 大 野餐 篮子 放在 他 旁边 的 乘客 座位 上 .
What is not necessary ?	什麼 是 不必要 的 ?
This word is difficult to pronounce .	這個 字 很 難 發音 .
Can I have some tea ?	可以 给 我 一些 茶水 吗 ？
School begins at half past eight .	學校 八點半 開始 上課 .
Excuse me . Do you speak English ?	對 不起 .   你 會 講 英語 嗎 ？
The girl did not say anything .	這個 女孩 什麼 也 沒 說 .
She hung the calendar on the wall .	她 把 日 曆 掛 在 牆 上 了 .
Do you want to go somewhere ?	你 打算 去 什么 地方 吗 ？
It is just your imagination .	那 只是 你 的 想象 .
You &apos;d better get away from here at once .	你 最好 立刻 離開 這裡 .
May I go to the restroom ?	我 可以 去 洗手 間 嗎 ？
I am eating rice .	我 在 吃 米饭 .
We have a test tomorrow .	我们 明天 有个 测验 .
They answered their teacher is question with difficulty .	他们 好不容易 才 回答 了 他们 老师 的 问题 .
It is likely to rain tomorrow .	明天 有 可能 會 下雨 .
We enjoyed listening to the music .	我們 喜歡 聽 音樂 .
Ogai is his favorite author .	Ogai 是 他 最 喜欢 的 作者 .
She was absorbed in the video .	她 迷上 了 视频 .
He had his head in the clouds in class .	他 在 課 堂上 心不在焉 .
They will not come until tomorrow .	他們 明天 才 會 來 .
She is capable of teaching English .	她 可以 教 英语 .
Japan is in Asia .	日本 在 亚洲 .
What size shoes do you wear ?	你 穿 幾號 的 鞋子 ?
I saw a dirty dog enter the garden .	我 看见 一条 脏 狗 进 了 花园 .
The baby started crying .	宝宝 开始 哭 了 .
Chocolate has more iron than spinach .	巧克力 含有 比 菠菜 更多 的 鐵質 .
She played the guitar and he sang .	她 彈 吉他 ,   他 唱歌 .
You are frightening me .	你 在 嚇 我 .
I am playing the piano now .	我 現在 正在 彈 鋼琴 .
I never should have let Tom eat so much candy .	我 不論 甚麼 時候 都 不該 讓 湯姆 吃 那麼 多糖 .
It will cost you more to go by plane .	搭 飛機 將 花 你 比較 多 的 錢 .
You cannot achieve anything without effort .	没有 什么 是 不劳而获 的 .
He is richer than anyone else in this town .	他 比 镇里 的 其他人 都 有钱 .
She remained silent all day .	她 一整天 都 沉默不语 .
My father did not eat much fruit .	我 父親 沒有 吃 很多 的 水果 .
Excuse me , but may I open the window ?	不好意思 ,   请问 我 可以 开窗 吗 ？
This article is nonsense .	這 文章 是 胡 說 .
He suddenly became very happy .	他 突然 變得 非常 開心 .
Answer the telephone , will you ?	請 你 接聽 一下 電話 ,   好 嗎 ？
Why are not you listening ?	你 為 甚麼 不 聽 ？
Tom is in the other room drinking vodka .	Tom 在 別的 房間 喝 伏特加 .
Why is Tom still at school ?	为社么 汤姆 还 在 学校 ？
She speaks a little Arabic .	她 说 一点 阿拉伯语 .
My sister is shorter than you .	我 妹妹 比 你 矮 .
There are many beautiful parks in London .	伦敦 有 很多 漂亮 的 公园 .
We do not like our neighbors , and they do not like us , either .	我們 不 喜歡 我們 的 鄰居 ,   而 他們 也 不 喜歡 我們 .
The black telephone costs more than the white .	黑 的 电话 比 白 的 花钱 多 .
I will not see her again .	我 不 會 再 見 她 .
It is impossible to go out now .	現在 不 可能 出去 .
Keep the dog out .	别 让 狗 进来 .
I hid under the table .	我 藏 在 桌子 底下 .
This pencil is better than that one .	這 支 鉛 筆 比那 隻 好 .
Tom should be here soon .	汤姆 应该 很快 就 到 .
Which group do you want to join ?	你 想 加入 哪 一組 ？
I did not get your name .	我 沒 聽 清楚 你 的 名字 .
Put some water into the vase .	在 花瓶 裡 裝 些 水 .
It is better than nothing .	有 比 沒有 好 .
I would like to visit your country someday .	我 想 某 一天 拜访 你 的 国家 .
During the exam , Tom cheated off Mary .	在 考试 的 时候 ,   汤姆 作弊 抄 了 玛丽 的 答案 .
We sent out the invitations yesterday .	我们 昨天 发出 了 邀请 .
What is the ultimate purpose of education ?	教育 的 最终 目的 是 什么 ？
Let me think for a minute .	让 我 想想 .
I can make that happen .	我 不能 让 那事 发生 .
The dog followed its master , wagging its tail .	狗 搖著 尾巴 跟著 主人 .
You &apos;d better check this out .	你 最好 检查一下 这个 .
We are eating apples .	我們 在 吃 蘋果 .
My father has a restaurant .	我 父亲 有家 餐馆 .
The boy eats bread .	這個 男孩 吃 麵 包 .
Tom certainly has a tough job .	汤姆 确实 有个 麻烦 的 工作 .
When does the next train leave ?	下 一班 火車 什麼 時候 開 ？
She looks a lot like her mother .	她 非常 像 她 的 母亲 .
Tom will do that .	湯姆會 做 .
Tom wanted to stay home and relax instead of hiking with his children .	汤姆 想待 在家 休息 而 不是 和 他 的 孩子 们 出去 远足 .
Compared to our house , yours is a mansion .	跟 我们 的 房子 比 ,   你 的 就是 个 豪宅 .
We must conform to the rules .	我们 必须 遵守规则 .
All of my software is open source .	我 的 软件 全都 是 开源 的 .
I only want one .	我 只 想要 一件 东西 .
You did not need to come so early .	你 不必 這麼 早來 .
They are breaking down the wall .	他們 正在 拆 這面 牆 .
Maybe they have something .	他们 可能 有点 什么 .
No problem !	没 问题 ！
None of this makes any sense .	這裡 頭 沒有 一件 事 說 得 通 .
What were you doing in Boston ?	你 在 波士顿 做 了 什么 ？
The boy denied having stolen the bicycle .	那个 男孩 否认 偷 了 自行车 .
The train will probably arrive at the station before noon .	火车 大概 会 在 中午 前 到 站 .
Let is clean our room .	打扫 我们 的 房间 吧 .
Osaka is the center of commerce in Japan .	大坂 是 日本 的 商业中心 .
Tell him to mind his own business .	告訴 他 別 多 管閒 事 .
There are some boys in the park .	公園 裡 有 一些 男孩子 .
Dry wood burns well .	干柴 燒 得 旺 .
I was truly astonished .	我 真是 惊讶 .
Most Americans like hamburgers .	大多 數 的 美國 人 喜歡 漢堡 .
These boxes are heavy .	这些 箱子 是 重 的 .
I borrow money .	我 借 錢 .
I &apos;d rather die than surrender .	我 寧 死不降
Tom just wants my money .	湯姆 就是 想要 我 的 錢 .
A doctor told me that eating eggs was bad for me .	一位 医生 告诉 过 我 ,   吃 鸡蛋 对 我 的 健康 有害 .
Lake Baikal in Russia is the deepest lake in the world .	俄羅斯 的 貝加爾湖 是 世界 上 最深 的 湖泊 .
I wanted to become a philosopher .	我 想 成为 哲学家 .
Could you help us after school ?	你 能 在 放學 後 幫助 我們 嗎 ？
I can come at three .	我 三點鐘 可以 來 .
By the way , my English is absolutely hopeless .	順道 一 提 ,   我 的 英語 是 絕對 沒有 希望 了 .
Do you have kids ?	你們 有 小孩 嗎 ?
That is not a cat . It is a dog .	那 不是 猫 .   那 是 狗 .
He will not live a long life .	他 不 會 長壽 .
The sky is clear almost every day .	天空 幾乎 每天 是 晴朗 的 .
Could you please not smoke in this room ?	请问 你 能 不 在 房间 里 吸烟 吗 ？
Tom and Mary switched places on the bench .	汤姆 和玛丽 在 长凳 上 交换 了 位置 .
Today is the hottest day this year .	今天 是 今年 最熱 的 一天 .
What is the matter with you ?	你 怎么 了 ？
Tom wanted to see me .	汤姆 想见 我 .
What time did your friend go home ?	你 朋友 幾點鐘 回家 ?
People need to stop hating .	人们 需要 止住 仇恨 .
You look like you are confused .	你 看 起來 有 困惑 .
The show was very interesting . You should have seen it .	演出 真的 很 有意思 ,   你 该 去 看看 的 .
The value of the coins depended on the weight of the metal used .	钱币 的 价值 取决于 所 使用 的 金属 的 重量 .
It is about a ten @-@ minute drive from here .	從 這裡 大約 10 分鐘 車程 .
Would you please lend me some money ?	你 能 借 我些 钱 吗 ？
Tom is not a good worker .	湯姆 不是 個 好 工人 .
Take your hat off when you enter a house of worship .	當 你 進入 禮 拜堂 時 ,   把 你 的 帽子 脫 下來 .
How long did that take ?	那 持续 了 多久 了 ？
He is making great progress in English .	他 的 英語 有 很大 的 進步 .
Welcome .	欢迎 .
Actually , I am not suggesting anything .	實際 上 ,   我 沒有 建議 甚麼 .
I go to bed late at night .	我 晚上 很晚 就 寢 .
Tom is not the only one here who is a good singer .	汤姆 不是 这里 唯一 的 好 歌手 .
Tom has not given us anything .	汤姆 什么 也 没给 我们 .
Do you mind turning on the TV ?	你 介意 打開 電視 嗎 ？
He became a famous singer .	他 成为 了 著名 的 歌手 .
All you can do is wait .	所有 你 能 做 的 就是 等待 .
Call the police !	叫 警察 ！
I am going to the park .	我 去 公園 .
I speak English every day .	我 每天 都 说 英语 .
He wiped the sweat from his face .	他 擦 去 了 脸上 的 汗水 .
Could you write it down , please ?	請 你 寫 下來 好 嗎 ？
I hope everything will turn out well in the end .	我 希望 最后 一切 都 好 .
Mary is sitting at the desk .	瑪麗正 坐在 辦公 桌旁 .
How much is this hat ?	这 顶 帽子 多少 钱 ？
She was asked to write her name in ink .	她 被 要求 用 墨水 写下 她 的 名字 .
If you eat that much , you will get a stomachache .	那么 吃 的话 ,   肚子 会 吃 坏 的 噢 .
The shell of an egg is easily broken .	蛋壳 容易 破碎 .
Is this car your friend is ?	這輛 車 是 你 朋友 的 嗎 ？
There is nothing I can do .	沒有 我 可以 做 的 事 .
I wish Tom were my younger brother .	但 願 湯姆 是 我 的 弟弟 .
Perhaps it will rain tomorrow .	也許 明天 會 下雨 .
Tom ran out of matches so he could not light the fire .	汤姆 用尽 了 火柴 ,   不能 点火 了 .
We helped them as well .	我們 也 幫助 他們 .
I bought a book .	我 買 了 一本 書 .
Tom misses Boston .	汤姆 想念 波士顿 了 .
Your reason is very good .	你 的 理由 很 充分 .
Good morning . It is time to wake up .	早安 .   是 該 醒來 的 時候 了 .
I am interested in music .	我 對 音樂 有 興趣 .
This is only one of the things we found .	这 只是 我们 发现 的 东西 之一 .
Let is talk over a cup of coffee .	让 我们 边 喝咖啡 边 谈 .
It is already past five o &apos;clock .	已經 過 了 五點鐘 .
It is stupid of you to believe in him .	你 相信 他 真是太 愚蠢 了 .
You are a good cook , are not you ?	你 很 會 做菜 ,   不是 嗎 ?
Are you a teacher or a student ?	您 是 老师 ,   还是 学生 ？
He knows how to play baseball .	他 知道 怎么 玩 棒球 .
This coat fits you perfectly .	這件 大衣 十分 適合 你 .
Tell me what you want .	告訴 我 你 要 什麼 .
We saw the ground covered with snow .	我们 看见 地面 被 雪 覆盖 了 .
Is the customer always right ?	顾客 永远 是 正确 的 吗 ？
Hokkaido is to the north of Honshu .	北海道 在 日本 本州 的 北部 .
I wish Tom were my younger brother .	我 希望 湯姆 是 我 的 弟弟 .
I do not know what you are referring to .	我 不 知道 你 指 的 是 什么 .
Keep it quiet .	保持 安静
Tom is waiting for everyone to leave .	汤姆 等 着 每个 人 都 离开 .
This shirt costs ten dollars .	這 襯衫 要 十元 .
Would you mind lending me your pen ?	你 介意 把 你 的 筆 借 給 我 嗎 ?
Let me remind you again that March 31st is the due date .	讓 我 再次 提醒 你 3 月 31 日 是 到期日 .
I want to know why I am here .	我 想 知道 我 為 甚麼 在 這裡 .
I do not believe such things exist .	我 不 相信 這樣 的 事情 存在 .
Some boys came into the classroom .	有些 男孩 走進 了 教室 .
I do my homework after school .	我 在 放学 後 做作 業 .
I want to eat out tonight .	我 今晚 想 出去 吃 .
What do you want now ?	你 现在 想要 什么 ？
The flag is up .	旗子 升起 了 .
They always skip school .	他們 總是 逃學 .
She is on a diet .	她 在 节食 中 .
Tom is interested in mathematics .	湯姆 是 對 數學感 興趣 .
He should thank you .	他 應該 感謝 您 .
You will get used to this in three or four weeks .	你 在 三 或 四周 内会 习惯 这个 .
The Smiths live in my neighborhood .	史密斯 夫婦 住 在 我家 附近 .
Keep children away from the pond .	让 孩子 远离 池塘 .
Many people were killed in the war .	很多 人 在 戰爭 中 被 殺 .
Help yourself to a piece of cake .	你们 自己 吃 蛋糕 .
I am counting on you .	我 就 指望 你 了 .
Throughout the five years of painful cancer treatments , he managed to keep a stiff upper lip .	这 五年 痛苦 的 癌症 治疗 他 终于 坚持 下来 了 .
Mary is helping her mother .	瑪麗 正在 幫忙 她 的 母親 .
You can drive a car , can not you ?	你 會 開車 ,   不是 嗎 ?
He goes to the office by car .	他 開車 去 辦 公室 .
The rumor was without foundation .	謠言 是 毫無 根據 的 .
I think we should concentrate on other things .	我 想 我们 应 集中 于 另外 的 事情 .
You chose this job yourself , right ?	你 自己 选择 了 这份 工作 ,   是 吗 ？
We have plenty of time tonight .	今晚 我们 有 充分 的 时间 .
What is up with you ?	你 怎么 了 ？
He lives somewhere around the park .	他 住 在 公园 周围 的 某个 地方 .
I helped my brother move his desk .	我 幫 我 弟弟 搬 了 他 的 書桌 .
What have you guys done to me ?	你们 到底 对 我 做 了 什么 ？
I can not sleep at all !	完全 睡不着 .
Which bed do you want to use ?	你 想 睡 哪 張 床 ?
Finishing the report by tomorrow is next to impossible .	在 明天 前 完成 报告 几乎 是 不 可能 的 .
Why did not you dance with him ?	你 為 什麼 不 跟 他 跳舞 呢 ？
Wipe the pan dry with a paper towel .	用 纸巾 把 那 口 锅 擦干 .
Strawberries are in season now .	現在 是 草莓 的 季節 .
Tom has brains .	汤姆 脑子 好使 .
He is not at all afraid of snakes .	他 一點 也 不怕 蛇 .
I like this picture , not just because it is famous , but because it really is a masterpiece .	我 喜欢 这 幅画 ,   不仅 是因为 它 的 名气 ,   而是 因为 它 真的 是 一个 杰作 .
Tom is a very bad person .	汤姆 是 个 非常 坏 的 人 .
You guys looked mad .	你們 那時候 看 起來 在 生氣 .
He worked last night without taking a break .	他 昨晚 都 在 工作 ,   彻夜未眠 .
Did you make this doll by yourself ?	这个 娃娃 是 你 自己 做 的 吗 ？
I will be absent from home in the afternoon .	下午 我 不 在家 .
As he spoke , pictures came into my mind .	他 说 的 时候 ,   我 脑 中 浮现 出 了 画面 .
Tom has admitted he was there that night .	汤姆 承认 他 那晚 是 在 那里 .
I heard the children is happy voices .	我 聽到 孩子 們 開心 的 聲音 .
It is warm today , is not it ?	今天 很 溫暖 ,   不是 嗎 ？
Is this your car ?	這 是 你 的 車 嗎 ?
You did not need to bring your umbrella .	你 不必 帶 你 的 傘 .
I do not know who he is .	我 不 知道 他 是 谁 .
Prices are high .	价格 高 .
Tom slept until noon .	汤姆 睡 到 中午 .
The volcano has become active again .	這 座 火山 又 開始 活動 了 .
I am on my way .	我 这 就 上路 .
Let is begin with this problem .	从 这个 问题 开始 吧 .
Do you have anything to remove stains ?	你 有 除锈 的 东西 吗 ？
How much is this ?	這 是 多少 ？
You talk too much .	你 說 太 多 了 .
We have two dogs , three cats , and six chickens .	我们 养 了 两只 狗 、 三只 猫 和 六只 鸡 .
Wash your feet .	洗 您 的 脚 .
She extended her stay by five days .	她 多 停留 了 五天 .
I have been learning to drive .	我 一直 在 學開 車 .
Is not this weather just great !	天氣 真是 太好了 ！
I am not as strong as I used to be .	我 不 跟 以前 一樣 強壯 了 .
What is the matter ?	怎么 了 ？
He is very straightforward .	他 说话 很 直接 .
Let is get together again !	讓 我們 再 聚在一起 !
Do you weigh more than Tom ?	你 有 比 湯姆 重 嗎 ?
There is nothing to be afraid of .	没什么 好怕 的 .
He can speak Russian , too .	他 也 會 說 俄語 .
Ask Tom again .	再 问 一下 汤姆 吧 .
Somebody has stolen my suitcase .	有人 偷 了 我 的 行李 .
Tom does not look like his father at all .	汤姆 和 他 的 父亲 长 得 一点 也 不 像 .
She is mad at me .	她 跟 我 生气 了 .
Valuable time has been lost .	宝貴 的 時間 已 失去 .
Thanks for the comment .	谢谢您 的 评论 .
He came .	他 来 了 .
I am bored .	我 覺 得 很 無聊 .
Would you like to eat something ?	你 想 吃 點 東西 嗎 ？
He wrote a letter yesterday .	昨天 他 写 好 了 信 .
I am waiting for him .	我 在 等 他 .
She needs our help .	她 需要 我們 的 幫忙 .
Is there anything in the box ?	盒子 裡 有 任何 東西 嗎 ?
It is dangerous to jump onto a moving train .	跳 上 一列 正在 开 的 火车 是 很 危险 的 .
I just heard something .	我 只是 听到 了 一些 消息 .
Which book is better ?	哪 一本 書 比較 好 ？
I did not know you were going to be here .	我 不 知道 你 要 來 這裡 .
The charge for a front row seat is 5 dollars .	第一排 的 座位 5 美元 .
She forgot to mail the letter .	她 忘 了 寄信 .
Today is Valentine is Day .	今天 是 情人节
You are very brave .	您 非常 勇敢 .
I wish you success .	祝你成功 .
I am looking for a present for my mother .	我 正在 为 我 的 妈妈 寻找 礼物 .
You are old enough to know better than to act like that .	你 夠 大 了 知道 不要 那樣 做 .
We needed to learn French .	我們 需要 學法 語 .
Generally speaking , the climate of Japan is mild .	总体 上 说 ,   日本 的 气候 温和 .
I like grapes , but I can not eat so many .	我 虽然 喜欢 吃 葡萄 ,   但是 我 吃 不了 那么 多 .
He still remembers the day his mother found out he was smoking .	他 还 记得 他 妈妈 发现 他 正在 抽烟 的 那天 .
It will not take long to finish the job .	完成 这个 工作 不会 花太 长时间 .
Tom was wrong .	汤姆 错 了 .
He went to New York by airplane .	他 搭 飛機 到 紐約 了 .
I think I will stay .	我 認 我 會 留下 .
He came home late last night .	他 昨晚 很 晚 回家 .
It will soon be time for dinner .	不久 就要 吃 正餐 了 .
She told me that she would go to Paris in August .	她 跟 我 说 八月份 她 会 去 巴黎 .
Be fair .	公平 点 .
That white dress looks good on you .	你 穿 那件 白色 的 衣服 很 好看 .
Kobe is famous for its port .	神戶 是 著名 的 港口 .
She said that she was ill .	她 说 她 病 了 .
My job is to wash the dishes .	我 的 工作 是 洗盤子 .
He was made a fool of by his neighbors .	他 被 他 的 邻居们 愚弄 了 .
She married a rich old man .	她 嫁给 了 个 有钱 老头 .
How much time has passed ?	過 了 多 長 時間 ？
I had my teeth examined at the dentist is .	我 在 牙医 那儿 检查 了 牙齿 .
Tom lives here .	汤姆 住 在 这里 .
What time will you leave the office ?	你 几点 离开 办公室 ？
Let is take a ten @-@ minute break .	讓 我們 休息 10 分鐘 .
We have three kids .	我們 有 三個 孩子 .
I am tired of translating .	我 厭倦 了 翻譯 .
I asked twenty friends to the party .	我 請 了 二十位 朋友 參加 派 對 .
Life would be so much better if you did not care so much .	如果 你 不 计较 太 多 ,   生活 会 更 容易 些 .
Can you play the piano ?	你 會彈 鋼琴 嗎 ？
Boil the water .	把 水 燒開 .
Would you please wait for a minute ?	請 你 等 一下 好 嗎 ？
I am glad someone told me .	真 高兴 有人 告诉 我 .
We have plenty of time to spare .	我們 還 剩下 很多 時間 .
I wish I could go to the party with you .	我 希望 我 能 和 你 一起 参加 派对 .
Lincoln was elected President in 1860 .	林肯 在 1860 年 當 選為 美國 總統 .
I am very tired , but I can not get to sleep .	我 很 累 ,   但 我 还是 没 办法 入睡 .
I had no idea Tom was not happy .	我 不 知道 汤姆 不 开心 .
I have two sons .	我 有 兩個 兒子 .
Do not stand in front of me .	不要 站 在 我 前面 .
They may have missed the train .	他們 可能 錯 過 了 火車 .
Wash your face and hands .	洗 你 的 臉 和 手 .
He stuck his pencil behind his ear .	他 把 他 的 鉛筆 放在 他 的 耳朵 後 面 .
Run and hide in the mountains .	跑 到 山里 躲起来 .
You are a good driver .	你 开车 很 好 .
I am doubtful whether he will come .	我 怀疑 他 是否 会来 .
There is a fence around the house .	這棟 房子 的 周圍 有 籬笆 .
Do you want some company ?	你 想要 伙伴 吗 ？
She does nothing but complain .	她 什麼 都 不 做 只 會 抱怨 .
Everybody laughs .	每個 人 都 在 笑 .
A crowd gathered on this street .	人群 聚集 在 这条 街上 .
I have not eaten for days .	我 好多天 沒 吃 東西 了 .
When I arrived , it was raining .	當 我 到 達 時 ,   天正 下著 雨 .
He arrived after I had left .	我 走 之后 他 到达 了 .
You have to give Tom more time .	你 必須 給 湯姆 更 多 時間 .
I sat by his side .	我 坐在 他 旁边 .
I wrote a letter to my mother .	我 寫 了 一封信 給 我 的 母親 .
Check , please .	請 結帳 .
He suggested that we go for a swim .	他 提议 大家 一起 去 游泳 .
We have got another problem .	我們 又 遇上 問題 了 .
You should give up smoking .	你 應該 戒菸 .
We depend on you .	我们 可 全 指望 你 了 .
This rule does not apply in all cases .	这 条 规则 不是 任何 情况 下 都 奏效 的 .
What should I bring ?	我 该 带 些 什么 ？
Something is wrong with the brakes .	剎車 出 了 問題 .
It is not difficult to speak English .	說 英語 不 難 .
I will be seeing you .	我 會 見 到 你 .
I am too busy to go .	我 太 忙 了 不能 去 .
Were you a soldier ?	你 是 士兵 嗎 ？
Tom heard a shout .	汤姆 听到 了 一声 喊叫 .
The police officers arrested the burglar .	警察 拘捕 了 這個 竊 賊 .
We hope Tom is OK .	我們 希望 湯姆 沒事 .
He looks older than my brother .	他 看 起來 年紀 比 我 的 兄弟 大 .
You may as well tell me all about it .	你 不妨 告訴 我 一切 .
One more bottle of wine , please .	麻煩 再來 一瓶 葡萄酒 .
I know that Tom is hungry .	我 知道 湯姆 餓 了 .
I am still the boss here .	我 仍 是 这里 的 老板 .
Who is this boy ?	这个 男孩 是 谁 ？
It is nothing to worry about .	沒 什麼 好 擔心 的 .
Please drive carefully .	請 小心 駕駛 .
In case of fire , call 119 .	遇到 火灾 打 119.
Tom likes sitting on the floor .	汤姆 喜欢 坐在 地上 .
Our train leaves at eight @-@ thirty .	我們 的 火車 在 八點半 出發 .
It is actually not that difficult .	實際上 沒有 那麼 難 .
